,item,freq,canon_segm,prs,PREF_1_FamSize,PREF_1_Freq,PREF_1_Length,PREF_1_PFMF,ROOT_1_FamSize,ROOT_1_Freq,ROOT_1_Length,ROOT_1_PFMF,SUFF_1_FamSize,SUFF_1_Freq,SUFF_1_Length,SUFF_1_PFMF,n_morphemes
18889,défaitiste,0.73,<dé<(faire)>iste>,"(1, 1, 1)",422,1752.69,2,48.8151658767772,19,9338.35999999999,5,63.1578947368421,119,322.749999999999,4,41.1764705882352,3
18891,défavorable,0.68,<dé<(faveur)>able>,"(1, 1, 1)",422,1752.69,2,49.7630331753554,7,58.0899999999999,6,71.4285714285714,313,1042.69,4,55.2715654952076,3
18927,défibrillateur,0.57,<dé<(fibrill)>eur>,"(1, 1, 1)",422,1752.69,2,52.1327014218009,1,0.57,7,0,501,2127.06,3,60.4790419161676,3
18931,défiguration,0.24,<dé<(figure)>ion>,"(1, 1, 1)",422,1752.69,2,63.7440758293838,10,46.8999999999999,6,60,766,3498.54,3,83.420365535248,3
18932,défiguré,2,<dé<(figure)>[VB]>,"(1, 1, 1)",422,1752.69,2,27.9620853080568,10,46.8999999999999,6,40,1600,25208.9699999999,2,40.0625,3
18933,défilaient,18.03,<dé<(fil)>[VB]>,"(1, 1, 1)",422,1752.69,2,5.45023696682464,16,148.79,3,12.5,1600,25208.9699999999,2,13.25,3
18954,déflagration,0.31,<dé<(flagr)>ion>,"(1, 1, 1)",422,1752.69,2,60.4265402843601,1,0.31,5,0,766,3498.54,3,80.4177545691906,3
18955,déflecteur,0.06,<dé<(flect)>eur>,"(1, 1, 1)",422,1752.69,2,75.1184834123222,1,0.06,5,0,501,2127.06,3,84.4311377245509,3
18963,déformait,3.37,<dé<(forme)>[VB]>,"(1, 1, 1)",422,1752.69,2,20.1421800947867,29,262.78,5,37.9310344827586,1600,25208.9699999999,2,32.875,3
18965,déformation,0.75,<dé<(forme)>ion>,"(1, 1, 1)",422,1752.69,2,48.5781990521327,29,262.78,5,68.9655172413793,766,3498.54,3,65.5352480417754,3
18976,défraîchies,0,<dé<(frais)>[VB]>,"(1, 1, 1)",422,1752.69,2,90.2843601895734,7,88.56,5,85.7142857142857,1600,25208.9699999999,2,91.125,3
18977,défrichées,0,<dé<(frich)>[VB]>,"(1, 1, 1)",422,1752.69,2,90.2843601895734,1,0,5,0,1600,25208.9699999999,2,91.125,3
18978,défriserait,0.02,<dé<(friser)>[VB]>,"(1, 1, 1)",422,1752.69,2,82.4644549763033,4,5.07,6,50,1600,25208.9699999999,2,83.4375,3
18980,défroqué,0.16,<dé<(froque)>[VB]>,"(1, 1, 1)",422,1752.69,2,67.7725118483412,2,0.19,6,0,1600,25208.9699999999,2,71,3
18995,dégaine,5.26,<dé<(gain)>[VB]>,"(1, 1, 1)",422,1752.69,2,14.2180094786729,3,11,4,33.3333333333333,1600,25208.9699999999,2,26.8125,3
18998,dégarni,0.54,<dé<(garn)>[VB]>,"(1, 1, 1)",422,1752.69,2,53.0805687203791,2,1.57,4,50,1600,25208.9699999999,2,60.0625,3
19001,dégauchir,0,<dé<(gauche)>[VB]>,"(1, 1, 1)",422,1752.69,2,90.2843601895734,5,120.79,6,80,1600,25208.9699999999,2,91.125,3
19003,dégelée,0.03,<dé<(gel)>[VB]>,"(1, 1, 1)",422,1752.69,2,79.3838862559241,9,39.39,3,77.7777777777777,1600,25208.9699999999,2,81.625,3
19008,dégénérescence,1.22,<dé<(générer)>nce>,"(1, 1, 1)",422,1752.69,2,38.1516587677725,9,40.4,7,44.4444444444444,213,1491.29,3,53.5211267605633,3
19009,dégivrer,0.11,<dé<(givre)>[VB]>,"(1, 1, 1)",422,1752.69,2,71.563981042654,3,3.11,5,66.6666666666666,1600,25208.9699999999,2,74.8125,3
19015,dégomme,2.4,<dé<(gomm)>[VB]>,"(1, 1, 1)",422,1752.69,2,24.4075829383886,2,2.67,4,0,1600,25208.9699999999,2,37.6875,3
19021,dégonfle,8.09,<dé<(gonfler)>[VB]>,"(1, 1, 1)",422,1752.69,2,10.1895734597156,2,28.44,7,50,1600,25208.9699999999,2,20.75,3
19029,dégoupillée,0.06,<dé<(goupille)>[VB]>,"(1, 1, 1)",422,1752.69,2,74.8815165876777,2,0.22,8,50,1600,25208.9699999999,2,77,3
19031,dégourdir,1.41,<dé<(gourd)>[VB]>,"(1, 1, 1)",422,1752.69,2,34.8341232227488,1,1.41,5,0,1600,25208.9699999999,2,46,3
19034,dégoûtait,15.97,<dé<(goût)>[VB]>,"(1, 1, 1)",422,1752.69,2,6.87203791469194,7,140.22,4,42.8571428571428,1600,25208.9699999999,2,14.4999999999999,3
19035,dégoûtant,20.5299999999999,<dé<(goût)>ant/ent>,"(1, 1, 1)",422,1752.69,2,4.50236966824644,7,140.22,4,28.5714285714285,522,3302.43999999999,7,5.55555555555555,3
19045,dégouttant,0.07,<dé<(goutte)>ant/ent>,"(1, 1, 1)",422,1752.69,2,73.6966824644549,6,32.1,6,66.6666666666666,522,3302.43999999999,7,81.2260536398467,3
19048,dégradation,0.73,<dé<(grade)>ion>,"(1, 1, 1)",422,1752.69,2,48.8151658767772,5,10.81,5,40,766,3498.54,3,66.0574412532637,3
19060,dégueulasse,20.1699999999999,<dé<(gueul)>asse>,"(1, 1, 1)",422,1752.69,2,4.73933649289099,4,34.73,5,0,14,39.9,4,0,3
19062,dégueuler,1.88,<dé<(gueul)>[VB]>,"(1, 1, 1)",422,1752.69,2,28.6729857819905,4,34.73,5,50,1600,25208.9699999999,2,41,3
19076,déhanchait,0.19,<dé<(hanche)>[VB]>,"(1, 1, 1)",422,1752.69,2,66.1137440758293,3,9.12999999999999,6,33.3333333333333,1600,25208.9699999999,2,69.8125,3
19078,déhanchement,0.04,<dé<(hanche)>ment>,"(1, 1, 1)",422,1752.69,2,77.2511848341232,3,9.12999999999999,6,66.6666666666666,919,5042.80999999999,4,85.4189336235038,3
19084,déjeunait,82.04,<dé<(jeûne)>[VB]>,"(1, 1, 1)",422,1752.69,2,0.710900473933649,4,85.12,5,0,1600,25208.9699999999,2,3.6875,3
19088,déjeuners,1.02,<dé<(jeûne)>er>,"(1, 1, 1)",422,1752.69,2,42.6540284360189,4,85.12,5,50,37,316.04,2,75.6756756756756,3
19118,délégation,3.5,<dé<(léguer)>ion>,"(1, 1, 1)",422,1752.69,2,19.6682464454976,5,12.88,6,40,766,3498.54,3,28.9817232375979,3
19122,délesté,0.05,<dé<(lest)>[VB]>,"(1, 1, 1)",422,1752.69,2,76.5402843601895,2,2.13999999999999,4,50,1600,25208.9699999999,2,78.25,3
19127,délibérations,0.48,<dé<(libre)>ion>,"(1, 1, 1)",422,1752.69,2,54.0284360189573,17,315.18,5,58.8235294117647,766,3498.54,3,73.7597911227154,3
19128,délibéré,2.28,<dé<(libre)>[VB]>,"(1, 1, 1)",422,1752.69,2,25.8293838862559,17,315.18,5,41.1764705882352,1600,25208.9699999999,2,38.4375,3
19130,délibérément,3.11,<dé<(libre)>ément>,"(1, 1, 1)",422,1752.69,2,20.8530805687203,17,315.18,5,29.4117647058823,28,105.3,5,32.1428571428571,3
19140,délimité,0.03,<dé<(limite)>[VB]>,"(1, 1, 1)",422,1752.69,2,79.3838862559241,5,48.5,6,60,1600,25208.9699999999,2,81.625,3
19155,délivrance,1.94,<dé<(livrer)>nce>,"(1, 1, 1)",422,1752.69,2,28.4360189573459,6,201.749999999999,6,83.3333333333333,213,1491.29,3,42.2535211267605,3
19163,déloger,1.17,<dé<(loge)>[VB]>,"(1, 1, 1)",422,1752.69,2,39.3364928909952,6,45.2099999999999,4,83.3333333333333,1600,25208.9699999999,2,48.75,3
19199,démantibule,0.03,<dé<(mandibule)>[VB]>,"(1, 1, 1)",422,1752.69,2,79.3838862559241,2,0.41,9,50,1600,25208.9699999999,2,81.625,3
19202,démaquillait,0,<dé<(maquiller)>[VB]>,"(1, 1, 1)",422,1752.69,2,90.2843601895734,4,20.63,9,75,1600,25208.9699999999,2,91.125,3
19203,démarcation,0.29,<dé<(marquer)>ion>,"(1, 1, 1)",422,1752.69,2,61.8483412322274,1,0.29,7,0,766,3498.54,3,81.5926892950391,3
19204,démarchage,0.06,<dé<(marche)>age>,"(1, 1, 1)",422,1752.69,2,75.1184834123222,6,376.56,6,83.3333333333333,201,707.48,3,78.1094527363184,3
19206,démarqué,0.62,<dé<(marque)>[VB]>,"(1, 1, 1)",422,1752.69,2,50.7109004739336,8,189.79,6,87.5,1600,25208.9699999999,2,58.25,3
19218,démasquage,0.01,<dé<(masque)>age>,"(1, 1, 1)",422,1752.69,2,85.3080568720379,6,43.41,6,66.6666666666666,201,707.48,3,85.0746268656716,3
19219,démasquaient,4.77,<dé<(masque)>[VB]>,"(1, 1, 1)",422,1752.69,2,15.8767772511848,6,43.41,6,33.3333333333333,1600,25208.9699999999,2,28.4999999999999,3
19225,démâter,0.01,<dé<(mât)>[VB]>,"(1, 1, 1)",422,1752.69,2,85.3080568720379,3,1.81999999999999,3,66.6666666666666,1600,25208.9699999999,2,86.3125,3
19230,déménage,28.22,<dé<(ménage)>[VB]>,"(1, 1, 1)",422,1752.69,2,2.60663507109004,11,87.31,6,9.09090909090909,1600,25208.9699999999,2,9.5,3
19232,déménagement,2.98,<dé<(ménage)>ment>,"(1, 1, 1)",422,1752.69,2,21.3270142180094,11,87.31,6,36.3636363636363,919,5042.80999999999,4,20.4570184983677,3
19236,déménageur,1.66,<dé<(ménage)>eur>,"(1, 1, 1)",422,1752.69,2,30.8056872037914,11,87.31,6,63.6363636363636,501,2127.06,3,38.1237524950099,3
19247,démerde,3.88,<dé<(merde)>[VB]>,"(1, 1, 1)",422,1752.69,2,18.4834123222748,9,537.439999999999,5,77.7777777777777,1600,25208.9699999999,2,31.4375,3
19254,démesuré,1.26,<dé<(mesure)>[VB]>,"(1, 1, 1)",422,1752.69,2,37.2037914691943,8,53.09,6,25,1600,25208.9699999999,2,47.3125,3
19257,démesurément,0.09,<dé<(mesure)>ément>,"(1, 1, 1)",422,1752.69,2,72.5118483412322,8,53.09,6,62.5,28,105.3,5,85.7142857142857,3
19280,déminer,0.01,<dé<(mine)>[VB]>,"(1, 1, 1)",422,1752.69,2,85.3080568720379,5,54.65,4,80,1600,25208.9699999999,2,86.3125,3
19281,démineur,0.17,<dé<(mine)>eur>,"(1, 1, 1)",422,1752.69,2,67.2985781990521,5,54.65,4,60,501,2127.06,3,75.249500998004,3
19283,démission,7.34,<dé<(mettre)>ion>,"(1, 1, 1)",422,1752.69,2,10.6635071090047,11,1192.07,6,27.2727272727272,766,3498.54,3,15.9268929503916,3
19293,démobiliser,0.29,<dé<(mobile)>is[VB]>,"(1, 1, 1)",422,1752.69,2,61.3744075829383,12,37.5999999999999,6,83.3333333333333,126,424.71,5,46.031746031746,3
19302,démodé,1.56,<dé<(mode)>[VB]>,"(1, 1, 1)",422,1752.69,2,31.9905213270142,3,33.64,4,33.3333333333333,1600,25208.9699999999,2,44.3125,3
19312,démonstratif,0.4,<dé<(montrer)>if>,"(1, 1, 1)",422,1752.69,2,57.1090047393364,4,374.889999999999,7,75,168,409.409999999999,2,60.7142857142857,3
19314,démonstration,7.60999999999999,<dé<(montrer)>ion>,"(1, 1, 1)",422,1752.69,2,10.4265402843601,4,374.889999999999,7,25,766,3498.54,3,14.8825065274151,3
19324,démoralisée,0.18,<dé<(moral)>is[VB]>,"(1, 1, 1)",422,1752.69,2,67.0616113744075,9,50.9599999999999,5,66.6666666666666,126,424.71,5,53.1746031746031,3
19328,dénaturent,0.01,<dé<(nature)>[VB]>,"(1, 1, 1)",422,1752.69,2,85.3080568720379,9,137.06,6,77.7777777777777,1600,25208.9699999999,2,86.3125,3
19329,dénégation,0.559999999999999,<dé<(nég)>ion>,"(1, 1, 1)",422,1752.69,2,52.60663507109,1,0.559999999999999,3,0,766,3498.54,3,70.6266318537859,3
19331,déniché,3.38,<dé<(niche)>[VB]>,"(1, 1, 1)",422,1752.69,2,19.9052132701421,3,6.81,5,0,1600,25208.9699999999,2,32.8125,3
19334,dénivelé,0.03,<dé<(niveau)>[VB]>,"(1, 1, 1)",422,1752.69,2,79.3838862559241,3,50.73,6,33.3333333333333,1600,25208.9699999999,2,81.625,3
19336,dénivellations,0,<dé<(niveau)>ion>,"(1, 1, 1)",422,1752.69,2,90.2843601895734,3,50.73,6,66.6666666666666,766,3498.54,3,96.6057441253263,3
19337,dénombrait,0.02,<dé<(nombre)>[VB]>,"(1, 1, 1)",422,1752.69,2,82.4644549763033,5,87.97,6,60,1600,25208.9699999999,2,83.4375,3
19338,dénombrements,0,<dé<(nombre)>ment>,"(1, 1, 1)",422,1752.69,2,90.2843601895734,5,87.97,6,80,919,5042.80999999999,4,93.4711643090315,3
19339,dénommé,3.27,<dé<(nom)>[VB]>,"(1, 1, 1)",422,1752.69,2,20.6161137440758,13,666,3,38.4615384615384,1600,25208.9699999999,2,33.25,3
19353,dénouement,1.31,<dé<(nou)>ment>,"(1, 1, 1)",422,1752.69,2,36.4928909952606,2,1.53,3,0,919,5042.80999999999,4,35.4733405875952,3
19363,dénudé,0.9,<dé<(nu)>[VB]>,"(1, 1, 1)",422,1752.69,2,45.0236966824644,3,65.6499999999999,2,66.6666666666666,1600,25208.9699999999,2,53.25,3
19369,déodorants,0.17,<dé<(odeur)>ant/ent>,"(1, 1, 1)",422,1752.69,2,67.2985781990521,6,51.92,5,66.6666666666666,522,3302.43999999999,7,74.7126436781609,3
19370,dépannage,1.17,<dé<(panne)>age>,"(1, 1, 1)",422,1752.69,2,39.3364928909952,4,28.83,5,50,201,707.48,3,42.7860696517412,3
19371,dépanner,1.95,<dé<(panne)>[VB]>,"(1, 1, 1)",422,1752.69,2,28.1990521327014,4,28.83,5,25,1600,25208.9699999999,2,40.4375,3
19372,dépanneuse,1.13,<dé<(panne)>eur>,"(1, 1, 1)",422,1752.69,2,40.521327014218,4,28.83,5,75,501,2127.06,3,46.5069860279441,3
19373,dépareillés,0.05,<dé<(pareil)>[VB]>,"(1, 1, 1)",422,1752.69,2,76.5402843601895,3,154.62,6,66.6666666666666,1600,25208.9699999999,2,78.25,3
19393,dépaysant,0.16,<dé<(pays)>[VB]>,"(1, 1, 1)",422,1752.69,2,67.7725118483412,5,233.149999999999,4,60,1600,25208.9699999999,2,71,3
19394,dépaysement,0.03,<dé<(pays)>ment>,"(1, 1, 1)",422,1752.69,2,79.3838862559241,5,233.149999999999,4,80,919,5042.80999999999,4,86.7247007616974,3
19403,dépeignit,0,<dé<(peigne)>[VB]>,"(1, 1, 1)",422,1752.69,2,90.2843601895734,3,12.4899999999999,6,66.6666666666666,1600,25208.9699999999,2,91.125,3
19421,déperditions,0.01,<dé<(perdre)>ion>,"(1, 1, 1)",422,1752.69,2,85.3080568720379,7,591.38,6,85.7142857142857,766,3498.54,3,95.1697127937336,3
19423,dépeupler,0.02,<dé<(peuple)>[VB]>,"(1, 1, 1)",422,1752.69,2,82.4644549763033,4,116.079999999999,6,50,1600,25208.9699999999,2,83.4375,3
19426,dépistait,0,<dé<(piste)>[VB]>,"(1, 1, 1)",422,1752.69,2,90.2843601895734,1,0,5,0,1600,25208.9699999999,2,91.125,3
19427,déplaça,37.44,<dé<(place)>[VB]>,"(1, 1, 1)",422,1752.69,2,2.36966824644549,7,110.24,5,14.2857142857142,1600,25208.9699999999,2,7.4375,3
19434,déplacement,5.02,<dé<(place)>ment>,"(1, 1, 1)",422,1752.69,2,14.691943127962,7,110.24,5,42.8571428571428,919,5042.80999999999,4,14.1458106637649,3
19442,déplaisant,2.88,<dé<(plaire)>ant/ent>,"(1, 1, 1)",422,1752.69,2,21.563981042654,8,513.47,6,25,522,3302.43999999999,7,27.2030651340996,3
19444,déplaisir,1.03,<dé<(plaire)>ir>,"(1, 1, 1)",422,1752.69,2,42.4170616113744,8,513.47,6,37.5,3,168.27,2,66.6666666666666,3
19446,déplia,1.2,<dé<(pli)>[VB]>,"(1, 1, 1)",422,1752.69,2,38.388625592417,5,14.7999999999999,3,60,1600,25208.9699999999,2,48.25,3
19481,déportation,1.52,<dé<(porter)>ion>,"(1, 1, 1)",422,1752.69,2,32.7014218009478,24,892.509999999999,6,62.5,766,3498.54,3,48.8250652741514,3
19485,déposa,50.66,<dé<(poser)>[VB]>,"(1, 1, 1)",422,1752.69,2,1.42180094786729,24,427.529999999999,5,8.33333333333333,1600,25208.9699999999,2,5.75,3
19499,dépositaire,0.23,<dé<(poser)>aire>,"(1, 1, 1)",422,1752.69,2,63.9810426540284,24,427.529999999999,5,54.1666666666666,179,853.76,4,79.3296089385475,3
19500,déposition,11.25,<dé<(poser)>ion>,"(1, 1, 1)",422,1752.69,2,8.29383886255924,24,427.529999999999,5,25,766,3498.54,3,9.92167101827676,3
19504,dépossession,0,<dé<(posséder)>ion>,"(1, 1, 1)",422,1752.69,2,90.2843601895734,6,56.8799999999999,8,83.3333333333333,766,3498.54,3,96.6057441253263,3
19518,dépoussiérant,0.59,<dé<(poussière)>[VB]>,"(1, 1, 1)",422,1752.69,2,51.4218009478673,3,27.0099999999999,9,66.6666666666666,1600,25208.9699999999,2,58.8125,3
19522,dépréciée,0.01,<dé<(prix)>[VB]>,"(1, 1, 1)",422,1752.69,2,85.3080568720379,10,227.819999999999,4,80,1600,25208.9699999999,2,86.3125,3
19527,dépressuriser,0.19,<dé<(pressure)>is[VB]>,"(1, 1, 1)",422,1752.69,2,66.1137440758293,2,0.55,8,50,126,424.71,5,51.5873015873015,3
19537,déraille,3.55999999999999,<dé<(railler)>[VB]>,"(1, 1, 1)",422,1752.69,2,19.431279620853,4,4.7,7,0,1600,25208.9699999999,2,32.375,3
19541,déraisonnable,1.15,<dé<(raison)>able>,"(1, 1, 1)",422,1752.69,2,39.8104265402843,13,512.439999999999,6,38.4615384615384,313,1042.69,4,42.1725239616613,3
19547,dérangement,3.61,<dé<(rang)>ment>,"(1, 1, 1)",422,1752.69,2,19.1943127962085,5,156.01,4,60,919,5042.80999999999,4,18.2807399347116,3
19563,dératisé,0.19,<dé<(rat)>is[VB]>,"(1, 1, 1)",422,1752.69,2,66.1137440758293,6,47.6699999999999,3,50,126,424.71,5,51.5873015873015,3
19566,dérèglement,0.35,<dé<(règle)>ment>,"(1, 1, 1)",422,1752.69,2,58.0568720379147,14,215.01,5,78.5714285714285,919,5042.80999999999,4,62.2415669205658,3
19567,dérider,0.19,<dé<(ride)>[VB]>,"(1, 1, 1)",422,1752.69,2,66.1137440758293,4,7.3,4,50,1600,25208.9699999999,2,69.8125,3
19568,dérision,1.27,<dé<(rire)>ion>,"(1, 1, 1)",422,1752.69,2,36.7298578199052,7,183.909999999999,4,42.8571428571428,766,3498.54,3,53.2637075718015,3
19569,dérisoire,1.38,<dé<(rire)>oire>,"(1, 1, 1)",422,1752.69,2,35.0710900473933,7,183.909999999999,4,28.5714285714285,47,114.259999999999,4,34.0425531914893,3
19571,dérivaient,6.64999999999999,<dé<(rive)>[VB]>,"(1, 1, 1)",422,1752.69,2,12.7962085308056,4,23.4999999999999,4,25,1600,25208.9699999999,2,23.5625,3
19595,dérouille,2.03,<dé<(rouille)>[VB]>,"(1, 1, 1)",422,1752.69,2,27.4881516587677,3,9.12,7,66.6666666666666,1600,25208.9699999999,2,39.875,3
19607,déroulement,0.82,<dé<(rouler)>ment>,"(1, 1, 1)",422,1752.69,2,46.2085308056872,11,104.34,6,72.7272727272727,919,5042.80999999999,4,45.7018498367791,3
19612,déroutant,0.94,<dé<(route)>ant/ent>,"(1, 1, 1)",422,1752.69,2,43.8388625592417,7,191.15,5,71.4285714285714,522,3302.43999999999,7,48.6590038314176,3
19615,dérouté,1.04,<dé<(route)>[VB]>,"(1, 1, 1)",422,1752.69,2,41.9431279620853,7,191.15,5,57.1428571428571,1600,25208.9699999999,2,50.9375,3
19621,désabusé,0.21,<dé<(abus)>[VB]>,"(1, 1, 1)",422,1752.69,2,65.6398104265402,4,22.22,4,50,1600,25208.9699999999,2,69.125,3
19634,désagréable,10.9199999999999,<dé<(agréer)>able>,"(1, 1, 1)",422,1752.69,2,8.53080568720379,8,57.69,6,12.5,313,1042.69,4,6.0702875399361,3
19640,désagrément,2.01,<dé<(agréer)>ment>,"(1, 1, 1)",422,1752.69,2,27.7251184834123,8,57.69,6,25,919,5042.80999999999,4,26.2241566920565,3
19642,désamorcer,1.43,<dé<(amorce)>[VB]>,"(1, 1, 1)",422,1752.69,2,34.5971563981042,5,3.97999999999999,6,20,1600,25208.9699999999,2,45.8125,3
19643,désapprobation,0.42,<dé<(approuver)>ion>,"(1, 1, 1)",422,1752.69,2,56.1611374407582,5,10.56,9,60,766,3498.54,3,75.8485639686684,3
19645,désarçonnaient,0.34,<dé<(arçon)>[VB]>,"(1, 1, 1)",422,1752.69,2,58.2938388625592,1,0.34,5,0,1600,25208.9699999999,2,65.25,3
19647,désarmait,5.08,<dé<(arme)>[VB]>,"(1, 1, 1)",422,1752.69,2,14.4549763033175,11,394.989999999999,4,27.2727272727272,1600,25208.9699999999,2,27,3
19648,désarmante,0.03,<dé<(arme)>ant/ent>,"(1, 1, 1)",422,1752.69,2,79.3838862559241,11,394.989999999999,4,90.9090909090909,522,3302.43999999999,7,87.7394636015325,3
19651,désarmement,1.04,<dé<(arme)>ment>,"(1, 1, 1)",422,1752.69,2,41.9431279620853,11,394.989999999999,4,45.4545454545454,919,5042.80999999999,4,40.5875952121871,3
19658,désaxés,0.15,<dé<(axe)>[VB]>,"(1, 1, 1)",422,1752.69,2,69.1943127962085,3,7.23,3,33.3333333333333,1600,25208.9699999999,2,71.9375,3
19659,descellées,0,<dé<(sceau)>[VB]>,"(1, 1, 1)",422,1752.69,2,90.2843601895734,3,10.08,5,66.6666666666666,1600,25208.9699999999,2,91.125,3
19694,désenchantement,0.16,<dé<(enchanter)>ment>,"(1, 1, 1)",422,1752.69,2,67.7725118483412,5,73.51,9,60,919,5042.80999999999,4,72.7965179542981,3
19698,déséquilibré,0.81,<dé<(équilibre)>[VB]>,"(1, 1, 1)",422,1752.69,2,46.6824644549763,5,15.3899999999999,9,60,1600,25208.9699999999,2,54.5625,3
19710,désespérance,0.03,<dé<(espoir)>nce>,"(1, 1, 1)",422,1752.69,2,79.3838862559241,6,385.95,6,83.3333333333333,213,1491.29,3,94.3661971830985,3
19715,désespérément,4.08,<dé<(espoir)>ément>,"(1, 1, 1)",422,1752.69,2,17.7725118483412,6,385.95,6,66.6666666666666,28,105.3,5,17.8571428571428,3
19729,déshonoré,4.46,<dé<(honneur)>[VB]>,"(1, 1, 1)",422,1752.69,2,16.3507109004739,7,171.049999999999,7,42.8571428571428,1600,25208.9699999999,2,29.6875,3
19731,déshydraté,0.77,<dé<(hydro)>at[VB]>,"(1, 1, 1)",422,1752.69,2,48.1042654028436,5,4.37,5,40,1,0.77,5,0,3
19753,désintégré,1.15,<dé<(intègre)>[VB]>,"(1, 1, 1)",422,1752.69,2,39.8104265402843,9,19.7599999999999,7,66.6666666666666,1600,25208.9699999999,2,49.125,3
19755,désintéressait,1.69,<dé<(intérêt)>[VB]>,"(1, 1, 1)",422,1752.69,2,30.0947867298578,6,314.03,7,50,1600,25208.9699999999,2,43.25,3
19759,désintéressement,0.33,<dé<(intérêt)>ment>,"(1, 1, 1)",422,1752.69,2,58.7677725118483,6,314.03,7,66.6666666666666,919,5042.80999999999,4,63.3297062023939,3
19788,désobéissance,0.91,<dé<(obéir)>nce>,"(1, 1, 1)",422,1752.69,2,44.7867298578199,5,53.45,5,80,213,1491.29,3,57.2769953051643,3
19791,désobligeant,0.65,<dé<(obliger)>ant/ent>,"(1, 1, 1)",422,1752.69,2,50.2369668246445,9,120.67,7,55.5555555555555,522,3302.43999999999,7,54.9808429118773,3
19794,désoeuvré,0.02,<dé<(oeuvre)>[VB]>,"(1, 1, 1)",422,1752.69,2,82.4644549763033,4,43.6599999999999,6,75,1600,25208.9699999999,2,83.4375,3
19795,désoeuvrement,0.03,<dé<(oeuvre)>ment>,"(1, 1, 1)",422,1752.69,2,79.3838862559241,4,43.6599999999999,6,50,919,5042.80999999999,4,86.7247007616974,3
19803,désolidarisés,0,<dé<(solidaire)>is[VB]>,"(1, 1, 1)",422,1752.69,2,90.2843601895734,1,0,9,0,126,424.71,5,87.3015873015873,3
19806,désordonné,1.12,<dé<(ordre)>onn[VB]>,"(1, 1, 1)",422,1752.69,2,40.7582938388625,8,279.32,5,50,4,2.23,6,0,3
19811,désorienta,1.36,<dé<(orient)>[VB]>,"(1, 1, 1)",422,1752.69,2,35.3080568720379,6,13.98,6,50,1600,25208.9699999999,2,46.3125,3
19815,désoxygénation,0.01,<dé<(oxygène)>ion>,"(1, 1, 1)",422,1752.69,2,85.3080568720379,1,0.01,7,0,766,3498.54,3,95.1697127937336,3
19818,dessaisissement,0,<dé<(saisir)>ment>,"(1, 1, 1)",422,1752.69,2,90.2843601895734,6,46.54,6,83.3333333333333,919,5042.80999999999,4,93.4711643090315,3
19819,dessaoulés,0,<dé<(saoul)>[VB]>,"(1, 1, 1)",422,1752.69,2,90.2843601895734,4,33.88,5,75,1600,25208.9699999999,2,91.125,3
19820,desséchait,2.1,<dé<(sec)>[VB]>,"(1, 1, 1)",422,1752.69,2,27.0142180094786,7,67.96,3,42.8571428571428,1600,25208.9699999999,2,39.375,3
19821,desséchante,0,<dé<(sec)>ant/ent>,"(1, 1, 1)",422,1752.69,2,90.2843601895734,7,67.96,3,85.7142857142857,522,3302.43999999999,7,93.2950191570881,3
19849,déstabiliser,0.8,<dé<(stable)>is[VB]>,"(1, 1, 1)",422,1752.69,2,47.3933649289099,7,25.1399999999999,6,71.4285714285714,126,424.71,5,32.5396825396825,3
19865,désunir,0.13,<dé<(un)>[VB]>,"(1, 1, 1)",422,1752.69,2,70.8530805687203,14,21122.25,2,85.7142857142857,1600,25208.9699999999,2,73.375,3
19866,détacha,22.58,<dé<(tache)>[VB]>,"(1, 1, 1)",422,1752.69,2,3.79146919431279,5,52.38,5,0,1600,25208.9699999999,2,12,3
19874,détachement,2.5,<dé<(tache)>ment>,"(1, 1, 1)",422,1752.69,2,23.4597156398104,5,52.38,5,60,919,5042.80999999999,4,22.6332970620239,3
19911,détention,6.85,<dé<(tenir)>ion>,"(1, 1, 1)",422,1752.69,2,11.6113744075829,25,976.42,5,20,766,3498.54,3,16.9712793733681,3
19922,déterré,4.24,<dé<(terre)>[VB]>,"(1, 1, 1)",422,1752.69,2,17.0616113744075,19,522.31,5,52.6315789473684,1600,25208.9699999999,2,30.3124999999999,3
19939,détonant,0.03,<dé<(ton)>[VB]>,"(1, 1, 1)",422,1752.69,2,79.3838862559241,10,65.48,3,90,1600,25208.9699999999,2,81.625,3
19940,détonateur,4.83,<dé<(ton)>eur>,"(1, 1, 1)",422,1752.69,2,15.1658767772511,10,65.48,3,10,501,2127.06,3,15.9680638722554,3
19942,détonation,1.44,<dé<(ton)>ion>,"(1, 1, 1)",422,1752.69,2,34.3601895734597,10,65.48,3,30,766,3498.54,3,50.3916449086161,3
19946,détourage,0.14,<dé<(tour)>age>,"(1, 1, 1)",422,1752.69,2,69.6682464454976,31,1014.31,4,87.0967741935483,201,707.48,3,72.139303482587,3
19947,détourna,13.1799999999999,<dé<(tour)>[VB]>,"(1, 1, 1)",422,1752.69,2,7.58293838862559,31,1014.31,4,25.8064516129032,1600,25208.9699999999,2,15.875,3
19955,détournement,2.35,<dé<(tour)>ment>,"(1, 1, 1)",422,1752.69,2,24.8815165876777,31,1014.31,4,54.8387096774193,919,5042.80999999999,4,23.8302502720348,3
19968,détricoter,0,<dé<(tricot)>[VB]>,"(1, 1, 1)",422,1752.69,2,90.2843601895734,3,4.04,6,66.6666666666666,1600,25208.9699999999,2,91.125,3
